OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,SHAPE_Length
104617,1809,UNKNOWN NAME,PRIMARY,ASPH,N,1.8,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{4E7DEBA0-3501-4379-9056-C7E67BC82EDA},171.725962172838,0.00125863875965433
104618,1077,UNKNOWN NAME,PRIMARY,ASPH,N,2,N,,POOR,0,,N,HRM,HRM,ACTIVE,several raised areas,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{CB2CADDF-821F-4D18-BB9F-86E9CF2715B1},205.130237309852,0.00134679370722413
104619,1078,UNKNOWN NAME,TERIARY,NATU,N,0.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,not maintained foot path,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DAFD8ED2-4435-4F45-84BD-C51690FD005E},181.866885141734,0.00140944236964931
104620,1391,UNKNOWN NAME,PRIMARY,GRAV,N,3,N,,GOOD,0,,N,HRM,HRM,ACTIVE,trail/access road/driveway,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{8E10383F-AD47-4B05-9E40-38CD669962F5},150.496423727499,0.00112691219624161
104621,1093,UNKNOWN NAME,TERIARY,NATU,N,0.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,trail not maintained-footpath,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{CFB75997-7F8F-4E79-8301-6489E61366EB},148.937366985229,0.00121726464480043
104622,1095,UNKNOWN NAME,PRIMARY,ASPH,N,2.2,N,,GOOD,0,,N,HRM,HRM,ACTIVE,trail to school,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C5D55C56-6317-4DFC-9070-6B3CE39E724A},16.3883551337702,0.000137949187410616
104623,1096,UNKNOWN NAME,SECONDARY,ASPH,N,2,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,partially fenced,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{908606B7-34DD-4E6F-85BF-57403E11CC81},67.2546634878327,0.000572001822289917
104624,1097,UNKNOWN NAME,SECONDARY,ASPH,N,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{80B02E8E-52FC-462B-8B6C-0E4AFF31FEF3},83.8868462035414,0.00054972646490142
104625,1098,UNKNOWN NAME,TERIARY,GRAV,N,1,N,,GOOD,0,,N,HRM,HRM,ACTIVE,leads to prov. housing auth. building,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{84608C7B-5FCE-4CDC-A5DC-61D4B1831D5D},18.2906906745125,0.000160208229004194
104626,1099,UNKNOWN NAME,PRIMARY,ASPH,N,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{30620AD8-B39B-4AC0-ACDB-33A61BC0EC57},116.476554335479,0.000837668672713106
104627,1100,UNKNOWN NAME,SECONDARY,ASPH,N,1.6,Y,,POOR,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{57220B03-D3B3-4314-A885-85421CD494E0},69.2664882139391,0.000588004740462122
104628,1101,UNKNOWN NAME,PRIMARY,ASPH,N,2.2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{9F7EA9D4-189C-40A1-86B1-B7DCC0A09EF6},148.791218968354,0.00124880062196715
104629,1102,UNKNOWN NAME,PRIMARY,ASPH,N,2,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{238B4ABA-3532-48EE-96CE-3344869CEB73},341.349766654745,0.00301131447555984
104630,1914,UNKNOWN NAME,SECONDARY,ASPH, ,3.1,N,,GOOD,0,,N,HRM,HRM,ACTIVE,to ball field,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{883D9970-8057-4194-B5CD-0F503D289F6B},8.43854569928458,5.83180014932923e-05
104631,1915,UNKNOWN NAME,TERIARY,GRAV, ,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE,peagravel around playground -some weed,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{B44972D5-8D96-40C4-B002-F4BE258578FD},33.470378407874,0.000242684881396941
104632,1916,UNKNOWN NAME,PRIMARY,CRDS,N,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE,entrance to play structure,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{B2DDEC03-B0E4-48FE-8A18-E688335BA6B2},3.77200904211019,3.28130423159182e-05
104633,1918,UNKNOWN NAME,PRIMARY,GRAV, ,1.2,N,,POOR,0,,N,HRM,HRM,ACTIVE,washout/lack of surf. material-undefined,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{23256F37-878D-427D-AD30-8E1B652374ED},4.79264769025367,4.21923461392036e-05
104634,1919,UNKNOWN NAME,PRIMARY,ASPH, ,1.6,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,part of drainage sluice- broken areas,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C3D36FAE-CC5E-45E4-81AE-D57710E351F2},9.34420296648934,7.89645182485685e-05
104635,1921,UNKNOWN NAME,SECONDARY,CONC, ,1.8,Y,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{00204351-EF6F-4270-905B-9F45B41C910E},17.6810746727179,0.000141961248806384
104636,1922,UNKNOWN NAME,TERIARY,NATU,N,0.5,N,,MARGINAL,0,,N,HRM,NA,DECOMISSIONED,former trail-grass,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DBCA2AB8-44D2-43D1-9709-FA783D590858},48.4416178663118,0.000359679817099817
104637,2070,UNKNOWN NAME, ,CRDS, ,3,N,,GOOD,0,,N,HRM,HRM,ACTIVE,minor wahout near bridge,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DC1C29EB-D99A-466D-BDAE-E72C941B23BA},331.085467416513,0.0022716145898483
104638,1509,UNKNOWN NAME, ,GRAV,N,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE,terminates at ball diamond,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{53C336BA-7D5F-4BE4-9BEF-9D4E76A4F519},139.45007254813,0.00117259021356752
104639,1510,UNKNOWN NAME, ,CRDS,N,1.3,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,access fr parking lot g-rail,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1A5EF034-9FC1-4CE3-8566-7182142EE815},9.11568997906642,5.9732057529713e-05
104640,1511,UNKNOWN NAME, ,ASPH,N,4.7,N,,GOOD,0,,N,HRM,HRM,ACTIVE,access to dock/deck/,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{CDB6C8A2-D585-43EF-979C-6F692844EAB3},18.7107678850166,0.000145765665902661
104641,1512,UNKNOWN NAME, ,GRAV,N,1.4,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,accessbto picnic sites,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D7563231-3F27-494C-8E84-6ED0E73ABBED},84.3746743211135,0.000651474743801085
104642,2075,UNKNOWN NAME,TERIARY,NATU,N,2.5,N,,MARGINAL,0,,N,HRM,UN,INFORMAL CROSSING, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{FC2CA2B0-51E8-4890-B0A9-1790A24BC913},336.969851751387,0.0026734378356671
104643,2077,UNKNOWN NAME,TERIARY,CRDS, ,2.6,N,,MARGINAL,0,,N,HRM,HRM,DECOMISSIONED,weedy /- believed former playground,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{7026DC7D-8DA9-4ED1-B80C-1158ABBFA461},58.4262060932038,0.000523777028238514
104644,2078,UNKNOWN NAME, ,CRDS, ,1,N,,POOR,0,,N,HRM,HRM,ACTIVE,overgrown- undefined width- to playgroun,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{CF6E7165-65A0-4E50-83FF-AE9DB539F801},20.5742528979276,0.000163317315998885
104645,2079,UNKNOWN NAME, ,CRDS, ,1.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,some surf. weed -sides overgrn at 1 area,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{905E8FE0-29BB-4331-95AE-52CCF2AB65E6},101.854216449934,0.000876392576055266
104646,2080,UNKNOWN NAME, ,CRDS, ,1.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,badly overgrwn/weeds-undefined,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{4F89E145-F923-41D3-B46D-8E5A43C522C8},53.2965764393526,0.000368147305148797
104647,2081,UNKNOWN NAME, ,CRDS, ,1.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,overgrown/weeds,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{97FAD24E-FF73-4661-8761-8EF267A1E7B1},41.4861003192938,0.000365845685309459
104648,2082,UNKNOWN NAME, ,ASPH, ,0.9,N,,POOR,0,,N,HRM,HRM,ACTIVE,badly heaved 1 end-heave/cracks thruout,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{60870DAF-1599-4BC3-B69B-D2045526866B},49.4332979584755,0.000432786033184565
104649,2083,UNKNOWN NAME,TERIARY,ASPH, ,1,N,,MARGINAL,0,,N,HRM,HRM,DECOMISSIONED,leads from b/ball crt to back of parcel-,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{31ED7062-AF52-46E4-9FE4-3570F8DAADF4},42.1049037652173,0.000353309210592212
104650,1763,UNKNOWN NAME,TERIARY,CRDS,N,0.8,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,raised rocks -undefined width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DC756C1A-CC3F-4C51-A07D-0495665BDD23},16.6721266793381,0.000149598786107831
104651,1764,UNKNOWN NAME,SECONDARY,ASPH, ,3.1,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,cracks/heaves throughout,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3C51B323-2BB8-46C4-9B76-CB4BFF90BEB5},108.899046903174,0.000739872362252944
104652,1774,UNKNOWN NAME,SECONDARY,WOOD, ,6.9,N,,GOOD,0,,Y,HRM,HRM,ACTIVE,pier/boardwalk,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1A355B66-3096-4A1A-A902-FC2DA0730807},94.1445667219453,0.000842647066893219
104653,1930,UNKNOWN NAME, ,CRDS, ,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{13131260-A27C-47C8-842D-AD38B9DAF73D},144.773087893539,0.000998231312170442
104654,1931,UNKNOWN NAME, ,CRDS,N,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{36884900-1DEE-43C5-BB67-32ABD97998AF},76.4224138648727,0.000639041375091196
104655,1932,UNKNOWN NAME, ,ASPH,N,1.6,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{31E13580-17FE-4985-ACE9-C936DC7DCDF0},226.386654337528,0.00157178768556161
104656,1245,UNKNOWN NAME,PRIMARY,CRDS,N,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{0D1A7E64-FBC0-401C-8EF2-01ADB2D3BA60},65.4491461523292,0.000468263621634077
104657,2062,UNKNOWN NAME, ,ASPH, ,1.5,Y,,MARGINAL,0,,N,HRM,UN,ACTIVE,broken edges-damaged missing asphalt,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3ABD904B-B6F8-4B47-A903-328CE580893A},39.5664046943954,0.000296803057447176
104658,2063,UNKNOWN NAME, ,ASPH, ,1.9,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,fenced 1 side-leads to sportfield,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{01E35B83-2112-4989-A5E6-36D013D0114B},108.010706357632,0.000820997238312309
104659,2064,UNKNOWN NAME, ,ASPH, ,1.6,N,,GOOD,0,,N,HRM,HRM,ACTIVE,leads to sportfield,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D6A5D744-67AB-45EB-9040-92FE11047B30},111.308457317024,0.000901905157370061
104660,1934,UNKNOWN NAME, ,GRAV,N,1.2,N,,POOR,0,,N,HRM,HRM,ACTIVE,appears unfinished-3-6in. rock-uneven,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{B909FAF5-DE56-4B47-AA67-DFD0B57E3D32},26.4154141047925,0.000220197538511698
104661,1936,UNKNOWN NAME, ,GRAV, ,1.5,Y,,GOOD,0,,N,HRM,UN,ACTIVE, around end of sportfield-fence 1 side,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{FA2DBB5E-B84E-4591-B099-09D6DA9393EC},86.550035887546,0.000655059557109172
104662,1937,UNKNOWN NAME, ,ASPH, ,1.9,Y,,MARGINAL,0,,N,HRM,UN,ACTIVE,broken edges along most of trail,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{75531AE8-21A4-4196-BBEF-B990299A5CF0},221.313937563802,0.00176260977114953
104663,1938,UNKNOWN NAME, ,ASPH, ,1.6,N,,GOOD,0,,N,HRM,HRM,ACTIVE,to sportfield,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{238AA64C-C437-4D37-9AE0-00CA29349438},14.2000495588686,0.000111357686469683
104664,2065,UNKNOWN NAME,TERIARY,NATU,N,2,N,,GOOD,0,,N,HRM,UN,INFORMAL CROSSING,undefined width -mowed to approx 5m,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3C4AC943-8C9D-46D1-A9AC-D78265C4D4E0},202.746017205231,0.00157097972808148
104665,2066,UNKNOWN NAME, ,ASPH, ,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{A7A5173E-A851-4BA7-BEAD-3593CA36D1FA},8.86589438053006,7.33217757430465e-05
104666,2067,UNKNOWN NAME, ,GRAV, ,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{7B578062-2779-4F74-A70C-9347E26ABB6A},51.7753651150024,0.000458143062394707
104667,2068,UNKNOWN NAME, ,CRDS, ,3,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{9896CB8D-3F63-448F-980D-9A021EB4561A},259.218637880527,0.0020502065744577
104668,2069,UNKNOWN NAME, ,CRDS, ,3,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{6536C735-C9E3-438E-B28B-9CC05C4EADA3},89.912443378617,0.000669732768804433
104669,1545,UNKNOWN NAME,SECONDARY,NATU,N,0.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,overgrown path to lake,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DCEBB68E-52C1-45DD-9B68-3BEE0176D99E},61.4886396274507,0.000496954808573075
104670,1546,UNKNOWN NAME,PRIMARY,ASPH,N,1.2,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,"old looking asphalt, moss growing",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2214D6E9-F7E8-4BC8-8EE3-074489336F46},47.7095300442497,0.000418180255661076
104671,1547,UNKNOWN NAME,SECONDARY,NATU,N,1,N,,GOOD,0,,N,HRM,HRM,ACTIVE,looks maintained by residents,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C9FB695F-79DD-4390-A4E7-E7343FA90F09},37.8588346531895,0.00027116036257097
104672,1549,UNKNOWN NAME,PRIMARY,NATU,N,2,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,water commission,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{FAD5A83E-1EAD-473E-B080-95F32A04F3CC},73.4177552136717,0.000476388761236787
104673,1780,UNKNOWN NAME,SECONDARY,ASPH, ,1.7,N,,GOOD,0,,Y,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2D0933B8-406E-4E05-ABE7-2ADDB893E4F3},60.0276855232098,0.000534632398657181
104674,1782,UNKNOWN NAME,PRIMARY,CONC, ,1.4,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,irregular slabs/minor heaves/cracks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C6953CD1-FAA4-4E7A-A8E5-DB281BF4E8DD},32.6326654457819,0.000209270892767828
104675,1785,UNKNOWN NAME,SECONDARY,WOOD,Y,2,N,,GOOD,0,,N,PRIV,HRM,ACTIVE,bozrdwalk,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2936FE10-5FAD-45E2-ADB7-2FC53CBDEF93},13.0511831746311,0.000111382373198341
104676,1939,UNKNOWN NAME,TERIARY,NATU,N,1,N,,POOR,0,,N,HRM,HRM,INFORMAL CROSSING, worn access to/from private property,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{19A9B954-E19A-4235-BBBD-E2EC403C4E34},90.4248913173241,0.000755423318073464
104677,1940,UNKNOWN NAME, ,GRAV,N,2,N,,POOR,0,,N,HRM,HRM,ACTIVE,"exposed rocks,gated access",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3D4A1BF1-ED45-4025-9854-A66158B1CBF9},70.7008034828406,0.000584742468363683
104678,1943,UNKNOWN NAME,TERIARY,GRAV, ,2.1,N,,GOOD,0,,N,HRM,UN,ACTIVE,to school -wood rail at  1 section,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{33CAF4A6-EC33-4C89-B465-848124091B45},188.021393542787,0.00155843975441553
104679,1944,UNKNOWN NAME, ,CRDS,N,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C9A09FA6-1E3C-488A-88CE-3C04ED0576DB},27.6850720150525,0.000180853438133623
104680,1951,UNKNOWN NAME,PRIMARY,ASPH, ,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C5F869EF-0919-44B9-9C7E-9081338F0E97},14.1111584147952,0.000123690013843711
104681,1952,UNKNOWN NAME,PRIMARY,ASPH, ,1.7,N,,GOOD,0,,N,HRM,HRM,ACTIVE,minor heaves/cracks- gravel on surface,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{20937B49-392E-43FB-8320-EC7966185889},180.76597226234,0.00120367684456868
104682,1954,UNKNOWN NAME,SECONDARY,GRAV,N,1,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,raised rocks-lack of surface material,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C210060E-D55B-4BDA-98EC-42DBC1AB348E},52.0529190522063,0.00045282719559506
104683,1955,UNKNOWN NAME,SECONDARY,ASPH, ,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE,sides overgrown w/weed,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{F0069CD0-8E0F-479E-886C-941D32718D77},78.1022655487597,0.000505933505395587
104684,1956,UNKNOWN NAME,TERIARY,NATU,N,0.8,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,gravel/grass -low surface at asph. trail,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2ACD277A-103E-4103-90EE-EC2D3918773F},9.26760988529998,7.72198149701132e-05
104685,1957,UNKNOWN NAME,SECONDARY,CRDS,N,1.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,badly overgrown -undefined width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E4A65445-A6CC-4832-B387-CC7606F8BC86},141.381820050384,0.00113247937876941
104686,2086,CARL MORASH MEMORIAL PARK WALKWAY,SECONDARY,CRDS, ,1.8,N,,GOOD,0,,N,HRM,PART,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D3450868-1E70-48F0-8421-F5C06C298747},56.8938918792827,0.000419765723698008
104687,2087,UNKNOWN NAME, ,CRDS, ,1.8,N,,GOOD,0,,N,HRM,PART,ACTIVE,to clubhose and field,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{0AC02CF5-10CA-403C-88E9-3EF504FA9C93},46.6662684598259,0.000322277951615459
104688,2088,ARNOLD WHITWORTH PARK WALKWAY,PRIMARY,NATU, ,1.5,N,,POOR,0,,N,HRM,NA,DECOMISSIONED,former trail completely overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{B1C3FB51-433F-4401-A167-1D4A0C66BEB8},106.138249070269,0.000781678930916242
104689,1079,UNKNOWN NAME,TERIARY,NATU,N,0.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,unmaintained footpath,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{432105D8-3DD2-47D5-939F-D9A1947EBBCC},105.085039917267,0.000714305844065739
104690,1080,UNKNOWN NAME,TERIARY,CRDS,N,0.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE,abenaki club area,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C867181C-D881-499D-8D58-F36CAA9EAFD4},80.6917367967066,0.000546357479162464
104691,1081,UNKNOWN NAME,TERIARY,CRDS,N,0.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,abenaki club area,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E7560416-5E57-4856-A623-9742715A4BE2},41.5547351861931,0.000298563994783422
104692,1082,UNKNOWN NAME,SECONDARY,ASPH,N,1.4,N,,GOOD,0,,N,HRM,HRM,ACTIVE,leads to unmaintained foot path,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{7D607BAF-630E-48A0-8FCC-F005BA782459},65.4395985078358,0.000555555145910992
104693,1088,UNKNOWN NAME,SECONDARY,CRDS,N,1.5,Y,,POOR,0,,N,HRM,HRM,ACTIVE,"partially fenced,badly overgrown",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D52D5DB4-BA70-4FFB-8245-B5AE587E0BB9},161.595524650165,0.00135723961571995
104694,1089,UNKNOWN NAME,PRIMARY,ASPH,N,1.8,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,street to street assoc with park,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{847C1A4B-1AA3-463B-8CB5-0E8EADAA19E9},127.313218197447,0.0010492926119425
104695,1090,UNKNOWN NAME,TERIARY,CRDS,N,2,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,trail to sportsfield,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{4001ADDB-9BAE-4388-9EED-D6493B50D843},26.4865180248777,0.00022403741784625
104696,1091,UNKNOWN NAME,SECONDARY,ASPH,N,1.3,Y,,POOR,0,,N,HRM,HRM,ACTIVE,trail to sportsfield,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D2993357-EF72-4794-8666-32E75D066702},45.2669777171229,0.0003026680488286
104697,1092,UNKNOWN NAME,TERIARY,NATU,N,0.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,not maintained foot path,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{EC58E369-D955-4D04-A78C-776C6ABEE800},288.57876780018,0.00199350879304721
104698,1188,UNKNOWN NAME,SECONDARY,CRDS,N,1.8,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,overgrown with weeds-irregular width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{EC077DAB-D95E-4DFA-B75B-227D51936AE0},66.0404160273218,0.000579736833162643
104699,1196,UNKNOWN NAME,SECONDARY,ASPH,N,1.6,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,minor heaves/cracks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{209BCD6A-FE1E-4B8F-8696-36534ECF4B32},58.1835603046352,0.00037604658138387
104700,1197,UNKNOWN NAME,SECONDARY,ASPH,N,1.5,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,damaged/heaved,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{7D248ED3-57CF-4552-B948-287336335748},46.0044864499803,0.000362949534221882
104701,1378,UNKNOWN NAME,PRIMARY,ASPH,N,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{7BCC2066-F235-4D0E-9508-E21A76AD0503},53.5299812664766,0.000366352212481998
104702,1379,UNKNOWN NAME,PRIMARY,ASPH,N,1.5,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,some recent repairs,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{81590B40-0BF3-4013-AA00-E57736DE4E03},160.120922038003,0.00107174916656307
104703,1382,UNKNOWN NAME,PRIMARY,NATU,N,3,N,,GOOD,0,,N,HRM,HRM,ACTIVE,water comm,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{7292E1B8-A2EB-41BF-B5C8-398612E38E62},185.655096402835,0.00137363886339373
104704,1385,UNKNOWN NAME,TERIARY,NATU,N,0.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{680840D7-B662-4E51-BA76-1DAF6241ECDA},39.516263022296,0.000252691079599557
104705,1903,CRICHTON PARK SCHOOL WALKWAYS,PRIMARY,GRAV,N,2,N,,MARGINAL,0,,N,HRM,UN,ACTIVE,minor washouts- weeds-undefined width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{AB029943-C474-4E78-A307-F9094BC4F293},19.9392755580451,0.000158156122003856
104706,1904,CRICHTON PARK ELEMENTARY SCHOOL PARK WALKWAY,SECONDARY,CRDS,N,1,N,,GOOD,0,,N,HRM,HRM,ACTIVE,undefined width-overgrown,,,,,,,,,,,,,,,,,,,,CRICHTON PARK SCHOOL,TPW_TRAILS,,,,{943747F7-3052-45B5-AA16-7A0A243EA5E6},13.8281996887467,9.19065542325908e-05
104707,1366,UNKNOWN NAME,PRIMARY,ASPH,N,1.8,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,no formal path after asphalt,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{6438E424-036D-4398-944B-FC0A41A245C8},35.6055391381418,0.000286912713628372
